FoodID,FoodTypeID,HealthScoreID,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
3868,2,2,89.0,18.8,0.89,0.0,0.0,0.0,89.0
3869,2,2,88.0,19.5,0.88,0.0,0.0,0.0,53.0
3870,2,2,223.0,20.5,16.1,0.0,0.0,0.0,40.0
3871,9,2,142.0,15.0,8.85,0.0,0.0,0.0,62.0
3871,9,2,116.0,15.2,6.25,0.0,0.0,0.0,98.0
3872,9,2,116.0,15.2,6.25,0.0,0.0,0.0,98.0
3873,2,2,62.0,12.4,1.77,0.0,0.0,0.0,80.0
3874,2,2,88.0,18.6,0.88,0.0,0.0,0.0,35.0
3875,2,2,80.0,18.8,0.89,0.0,0.0,0.0,259.0
3875,2,2,54.0,10.7,1.79,0.0,0.0,0.0,438.0
3876,2,2,88.0,18.6,0.88,0.0,0.0,0.0,97.0
3877,2,2,89.0,18.8,0.89,0.0,0.0,0.0,98.0
3877,2,2,54.0,10.7,1.79,0.0,0.0,0.0,438.0
3878,2,2,87.0,18.6,0.88,0.0,0.0,0.0,35.0
3879,2,2,312.0,3.4,15.0,41.0,3.8,0.0,210.0
3880,2,2,333.0,11.1,5.56,66.7,22.2,0.78,2440.0
3881,2,2,333.0,11.1,11.1,66.7,11.1,11.1,2670.0
3882,2,2,98.0,17.9,1.79,0.0,0.0,0.0,143.0
3883,2,2,107.0,20.5,1.79,0.0,0.0,0.0,143.0
3884,2,2,111.0,18.6,0.88,1.77,0.0,0.0,230.0
3885,2,2,71.0,13.3,0.88,0.88,0.0,0.0,142.0
3886,2,2,71.0,12.5,0.45,2.68,0.0,0.0,393.0
3887,2,2,88.0,17.7,1.77,0.0,0.0,0.0,142.0
3888,2,2,98.0,17.9,1.79,0.0,0.0,0.0,312.0
3889,2,2,107.0,20.5,1.79,0.89,0.0,0.0,143.0
3890,2,2,98.0,17.9,1.79,0.0,0.0,0.0,143.0
3891,2,2,71.0,15.9,0.88,0.0,0.0,0.0,168.0
3892,2,2,71.0,15.3,0.59,0.0,0.0,0.0,400.0
3893,2,2,54.0,13.4,0.0,0.0,0.0,0.0,312.0
3894,8,2,500.0,7.14,21.4,71.4,3.6,0.0,393.0
3895,3,2,214.0,7.14,1.79,42.9,3.6,0.0,286.0
3896,3,2,351.0,12.3,1.75,70.2,2.8,2.98,0.0
3897,2,2,98.0,17.9,1.79,0.0,0.0,0.0,312.0
3898,2,2,97.0,17.7,1.77,0.0,0.0,0.0,310.0
3899,2,3,594.0,21.9,53.1,21.9,9.4,6.25,0.0
3900,8,2,464.0,10.7,17.9,64.3,7.1,3.57,571.0
3901,8,2,464.0,10.7,16.1,67.9,7.1,7.14,893.0
3902,8,2,393.0,7.14,17.9,50.0,3.6,3.57,411.0
3903,5,2,178.0,8.18,4.83,27.1,4.8,1.12,152.0
3904,2,2,50.0,0.0,0.0,10.0,3.3,6.67,500.0
3905,4,3,395.0,30.2,1.16,69.8,20.9,0.0,0.0
3906,3,3,333.0,13.3,1.67,60.0,10.0,3.33,0.0
3907,5,2,217.0,15.0,8.33,20.0,3.3,1.67,583.0
3908,2,2,85.0,6.15,0.0,15.4,6.2,0.77,77.0
3909,2,2,130.0,27.8,2.78,0.0,0.0,0.0,37.0
3909,9,2,130.0,27.8,1.85,0.0,0.0,0.0,194.0
3910,2,2,365.0,11.5,1.92,75.0,3.8,5.77,923.0
3911,2,2,594.0,12.5,53.1,28.1,3.1,3.12,0.0
3912,2,3,594.0,21.9,53.1,21.9,9.4,6.25,0.0
3913,2,3,357.0,12.5,1.79,71.4,3.6,1.79,9.0
3914,3,3,233.0,11.6,3.49,44.2,7.0,4.65,349.0
3915,3,2,389.0,11.1,8.33,72.2,5.6,0.0,1110.0
3916,5,2,183.0,20.0,6.67,15.0,5.0,1.67,617.0
3917,5,2,116.0,22.3,2.68,0.0,0.0,0.0,45.0
3918,2,2,656.0,21.9,53.1,21.9,6.2,6.25,0.0
3919,8,2,393.0,10.7,0.0,82.1,3.6,3.57,1070.0
3920,2,2,54.0,10.9,0.0,0.0,0.0,0.0,163.0
3921,2,2,266.0,6.25,9.38,40.6,4.7,6.25,484.0
3922,2,2,155.0,7.04,2.46,28.9,4.9,1.41,99.0
3923,4,2,158.0,7.04,3.17,27.5,4.6,1.41,70.0
3924,8,2,607.0,28.6,53.6,14.3,10.7,3.57,321.0
3925,4,3,340.0,22.0,0.0,64.0,24.0,2.0,0.0
3926,3,3,542.0,16.7,41.7,29.2,29.2,0.0,21.0
3927,4,3,360.0,20.0,6.0,60.0,18.0,10.0,20.0
3928,4,3,341.0,20.4,1.14,63.6,15.9,2.27,11.0
3929,8,2,393.0,14.3,10.7,64.3,10.7,3.57,786.0
3930,2,3,594.0,21.9,53.1,21.9,9.4,6.25,0.0
3931,8,2,536.0,3.57,35.7,50.0,3.6,0.0,429.0
3932,2,2,400.0,20.0,10.9,63.6,7.0,21.8,309.0
3933,8,2,607.0,28.6,53.6,14.3,10.7,3.57,321.0
3934,2,1,33.0,0.0,0.0,6.67,3.3,3.33,500.0
3935,8,2,571.0,28.6,50.0,10.7,7.1,0.0,0.0
3936,2,3,357.0,10.7,1.79,75.0,3.6,3.57,0.0
3937,8,2,571.0,17.9,46.4,25.0,7.1,7.14,0.0
3938,2,2,167.0,1.19,5.36,27.4,3.6,10.7,274.0
3939,3,2,433.0,6.67,6.67,83.3,3.3,3.33,367.0
3940,2,2,306.0,8.24,8.24,48.2,5.9,4.71,494.0
3941,8,2,464.0,7.14,16.1,71.4,7.1,0.0,161.0
3942,8,2,464.0,7.14,17.9,71.4,7.1,0.0,161.0
3943,8,2,464.0,7.14,16.1,71.4,7.1,0.0,161.0
3944,2,2,367.0,8.16,2.04,77.6,8.0,0.0,0.0
3945,2,2,240.0,10.0,4.0,44.0,6.0,4.0,420.0
3946,2,2,98.0,5.31,2.04,14.3,4.1,1.22,216.0
3947,5,2,223.0,22.3,7.14,0.0,0.0,0.0,54.0
3948,2,3,213.0,12.0,6.0,25.3,4.0,2.67,440.0
3949,2,2,241.0,12.9,15.9,11.8,2.9,1.76,400.0
3950,7,2,261.0,13.0,5.22,40.9,1.7,0.0,322.0
3951,7,2,240.0,10.8,8.53,29.5,1.6,2.33,381.0
3952,3,2,375.0,10.0,3.75,75.0,15.0,1.25,0.0
3953,7,2,380.0,15.5,5.63,64.8,5.6,0.0,972.0
3954,5,2,292.0,11.2,18.0,19.0,4.6,0.1,480.0
3955,2,2,107.0,24.1,0.45,0.0,0.0,0.0,45.0
3956,2,2,80.0,17.9,0.89,0.0,0.0,0.0,54.0
3957,2,2,80.0,17.9,0.89,0.0,0.0,0.0,54.0
3958,5,2,152.0,21.4,7.14,0.0,0.0,0.0,54.0
3959,5,2,143.0,20.5,5.36,0.0,0.0,0.0,67.0
3960,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
3961,2,2,71.0,15.9,0.0,0.0,0.0,0.0,212.0
3962,2,2,115.0,20.4,1.33,2.65,0.0,0.0,177.0
3962,2,2,116.0,20.5,1.34,2.68,0.0,0.0,179.0
3963,2,2,89.0,18.8,0.89,0.0,0.0,0.0,89.0
3964,2,2,223.0,20.5,16.1,0.0,0.0,0.0,40.0
3965,9,2,133.0,19.5,0.88,10.6,0.0,2.65,248.0
3966,2,2,134.0,22.3,4.46,0.0,0.0,0.0,80.0
3967,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
3968,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
3969,2,2,223.0,20.5,16.1,0.0,0.0,0.0,40.0
3970,2,2,116.0,20.5,3.57,0.0,0.0,0.0,49.0
3971,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
3972,2,2,205.0,20.5,13.4,0.0,0.0,0.0,58.0
3973,2,2,204.0,11.5,6.19,24.8,0.9,3.54,425.0
3974,8,3,455.0,13.6,22.7,50.0,9.1,4.5,0.0
3975,8,2,504.0,14.3,14.3,78.6,3.6,3.6,750.0
3976,2,2,376.0,10.6,12.9,55.3,4.7,4.71,506.0
3977,2,2,152.0,18.8,8.04,0.89,3.7,0.0,402.0
3978,2,2,165.0,17.6,6.59,8.79,1.1,0.0,429.0
3979,7,2,230.0,10.1,7.59,29.3,1.24,1.57,475.0
3980,2,2,419.0,6.45,12.9,71.0,6.5,0.0,0.0
3981,2,2,406.0,9.38,12.5,71.9,6.2,0.0,0.0
3982,7,2,97.0,10.6,4.42,3.54,0.0,2.65,310.0
3982,7,2,97.0,11.5,3.98,3.54,0.0,3.54,354.0
3982,7,2,106.0,11.5,4.42,3.54,0.0,3.54,434.0
3982,7,2,100.0,11.3,4.0,4.67,0.0,3.33,347.0
3982,7,2,97.0,11.5,4.42,3.54,0.0,3.54,345.0
3983,7,2,97.0,10.6,4.42,2.65,0.0,1.77,363.0
3984,7,2,97.0,12.4,4.42,3.54,0.0,2.65,425.0
3984,7,2,97.0,12.4,3.98,2.65,0.0,2.65,372.0
3984,7,2,88.0,10.5,3.95,3.51,0.0,0.9,395.0
3984,7,2,97.0,11.5,4.42,4.42,0.0,3.54,310.0
3984,7,2,97.0,10.6,4.42,3.54,0.0,2.65,398.0
3984,7,2,97.0,10.6,4.42,4.42,0.0,3.54,336.0
3984,7,2,106.0,10.6,4.42,3.54,0.0,0.0,372.0
3984,7,2,97.0,10.6,4.42,6.19,0.0,0.0,407.0
3984,7,2,106.0,11.5,4.42,4.42,0.0,0.0,381.0
3984,7,2,102.0,10.2,4.24,5.08,0.0,0.0,297.0
3984,7,2,97.0,10.6,4.42,4.42,0.0,3.54,381.0
3984,7,2,97.0,10.6,4.42,4.42,0.0,3.54,363.0
3984,7,2,106.0,11.5,4.42,4.42,0.2,3.54,381.0
3984,7,2,98.0,10.7,4.02,2.68,0.0,2.68,411.0
3984,7,2,97.0,10.6,4.42,4.42,0.0,2.65,336.0
3984,7,2,106.0,11.5,4.42,4.42,0.0,3.54,398.0
3984,7,2,102.0,10.2,4.24,5.08,0.0,3.39,297.0
3984,7,2,97.0,10.6,4.42,4.42,0.0,2.65,407.0
3984,7,2,106.0,10.6,4.42,3.54,0.0,3.54,372.0
3984,7,2,100.0,10.9,4.55,3.64,0.0,0.0,373.0
3984,7,2,97.0,10.6,4.42,4.42,0.2,3.54,354.0
3984,7,2,106.0,11.5,4.42,4.42,0.0,3.54,381.0
3985,7,2,80.0,10.6,2.21,5.31,0.0,4.42,407.0
3986,7,2,107.0,11.6,4.02,5.36,0.0,3.57,357.0
3987,7,2,97.0,10.6,4.42,4.42,0.0,3.54,354.0
3988,7,2,106.0,11.5,4.42,4.42,0.2,3.54,381.0
3988,7,2,97.0,10.6,4.42,4.42,0.0,3.54,425.0
3989,7,2,88.0,10.5,3.95,3.51,0.0,0.9,395.0
3990,7,2,106.0,11.5,4.42,4.42,0.0,3.54,389.0
3991,7,2,97.0,10.6,4.42,4.42,0.0,3.54,425.0
3992,7,2,106.0,11.5,4.42,4.42,0.2,3.54,389.0
3993,7,2,106.0,11.5,4.42,4.42,0.2,3.54,389.0
3994,7,2,106.0,11.5,4.42,5.98,0.2,3.54,381.0
3991,7,2,110.0,10.2,5.08,5.08,0.0,0.0,339.0
3995,7,2,106.0,11.5,4.42,4.42,0.2,3.54,381.0
3995,7,2,98.0,10.7,4.46,3.57,0.0,2.68,366.0
3996,7,2,106.0,13.3,4.42,2.65,0.0,0.0,327.0
3997,7,2,97.0,10.6,4.42,4.42,0.2,0.0,363.0
3997,7,2,97.0,10.6,4.42,4.42,0.0,3.54,354.0
3998,7,2,97.0,10.6,4.42,4.42,0.0,0.0,354.0
3999,7,2,106.0,11.5,4.42,4.42,0.2,3.54,381.0
3999,7,2,97.0,10.6,4.42,4.42,0.0,3.54,425.0
4000,7,2,97.0,10.6,4.42,4.42,0.0,3.54,425.0
4001,7,2,96.0,10.5,4.39,4.39,0.0,3.51,377.0
4001,7,2,105.0,12.4,3.81,3.81,0.0,3.81,362.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,0.0,354.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,3.54,354.0
4002,7,2,97.0,10.6,4.42,6.19,0.0,0.0,407.0
4002,7,2,105.0,12.3,4.39,4.39,0.0,2.63,395.0
4002,7,2,106.0,10.6,4.42,4.42,0.0,3.54,425.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,3.54,363.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,3.54,425.0
4002,7,2,106.0,11.5,4.42,4.42,0.0,0.0,381.0
4002,7,2,97.0,11.5,4.42,3.54,0.0,2.65,416.0
4002,7,2,97.0,11.5,4.42,3.54,0.0,3.54,407.0
4002,7,2,106.0,11.5,4.42,4.42,0.2,3.54,381.0
4002,7,2,97.0,11.5,3.98,4.42,0.0,3.54,345.0
4002,7,2,106.0,10.6,4.42,3.54,0.0,0.0,372.0
4002,7,2,97.0,10.6,4.42,4.42,0.2,3.54,381.0
4002,7,2,110.0,10.2,5.08,5.08,0.0,0.0,339.0
4002,7,2,107.0,11.6,4.02,5.36,0.0,3.57,357.0
4002,7,2,106.0,11.5,4.42,4.42,0.2,0.0,381.0
4002,7,2,100.0,12.7,4.09,2.73,0.0,1.82,436.0
4002,7,2,103.0,10.3,4.27,5.13,0.0,0.0,299.0
4002,7,2,97.0,10.6,4.42,5.31,0.0,4.42,398.0
4002,7,2,97.0,10.6,4.42,2.65,0.0,1.77,398.0
4002,7,2,106.0,11.5,4.42,4.42,0.0,3.54,310.0
4002,7,2,106.0,10.6,4.42,3.54,0.0,3.54,372.0
4002,7,2,97.0,12.4,4.42,3.54,0.0,2.65,425.0
4002,7,2,103.0,10.3,4.27,5.13,0.0,3.42,299.0
4002,7,2,106.0,10.6,4.42,4.42,0.0,3.54,301.0
4002,7,2,100.0,12.7,4.55,4.55,0.0,3.64,409.0
4002,7,2,97.0,11.5,4.42,4.42,0.0,3.54,345.0
4002,7,2,106.0,13.3,4.42,2.65,0.0,0.0,363.0
4002,7,2,97.0,11.5,4.42,4.42,0.0,0.0,345.0
4002,7,2,97.0,10.6,4.42,3.54,0.0,2.65,283.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,3.54,416.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,3.54,336.0
4002,7,2,106.0,12.4,4.42,3.54,0.0,3.54,354.0
4002,7,2,97.0,10.6,4.42,4.42,0.0,3.54,381.0
4002,7,2,97.0,11.5,4.42,4.42,0.0,0.0,389.0
4003,7,2,106.0,12.4,3.98,4.42,0.0,3.54,381.0
4004,7,2,97.0,10.6,4.42,4.42,0.0,3.54,389.0
4005,7,2,97.0,12.4,4.42,3.54,0.0,2.65,257.0
4006,7,2,97.0,10.6,4.42,4.42,0.0,0.0,363.0
4007,7,2,106.0,11.5,4.42,4.42,0.0,3.54,389.0
4008,7,2,106.0,12.4,4.42,3.54,0.0,3.54,354.0
4009,7,2,106.0,11.5,4.42,4.42,0.2,3.54,381.0
4010,7,2,98.0,10.7,4.46,3.57,0.0,2.68,366.0
4011,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
4012,5,2,143.0,22.3,6.25,0.0,0.0,0.0,45.0
4013,2,2,80.0,15.2,0.89,2.68,0.0,0.0,232.0
4014,7,2,212.0,17.3,12.8,16.0,12.2,0.0,500.0
4015,2,2,625.0,21.9,46.9,25.0,6.2,6.2,312.0
4016,2,2,222.0,4.5,2.89,44.6,4.0,0.0,13.0
4017,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
4018,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
4019,5,2,71.0,16.1,0.0,0.0,0.0,0.0,58.0
4020,2,2,89.0,15.2,1.34,2.68,0.0,0.0,45.0
4021,2,2,89.0,15.2,1.34,2.68,0.0,0.0,45.0
4022,2,2,89.0,15.2,1.34,2.68,0.0,0.0,45.0
4023,2,2,88.0,19.5,0.88,0.0,0.0,0.0,53.0
4024,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4025,2,2,88.0,14.2,0.88,0.0,0.0,0.0,58.0
4026,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4027,9,2,116.0,17.0,4.46,0.89,0.0,0.0,58.0
4028,2,2,88.0,19.5,0.88,0.0,0.0,0.0,53.0
4028,2,2,89.0,19.6,0.89,0.0,0.0,0.0,54.0
4029,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4030,2,2,71.0,16.1,0.0,0.0,0.0,0.0,214.0
4031,9,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4032,2,2,152.0,20.5,6.25,0.0,0.0,0.0,54.0
4033,2,2,89.0,19.6,0.89,0.0,0.0,0.0,89.0
4034,2,2,71.0,16.1,0.89,0.0,0.0,0.0,71.0
4035,2,2,81.0,17.6,1.18,3.53,0.0,0.0,99.0
4036,2,2,115.0,19.5,3.54,0.0,0.0,0.0,58.0
4037,2,2,88.0,18.6,1.33,0.0,0.0,0.0,71.0
4038,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4038,2,2,97.0,20.4,1.33,0.0,0.0,0.0,62.0
4039,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4040,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4041,2,2,152.0,20.5,6.25,0.0,0.0,0.0,54.0
4042,2,2,89.0,15.2,1.34,2.68,0.0,0.0,45.0
4043,2,2,89.0,18.8,1.34,0.0,0.0,0.0,71.0
4044,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4045,8,2,464.0,7.14,17.9,71.4,7.1,7.14,500.0
4046,1,2,70.0,0.0,0.0,24.1,11.8,10.2,27.0
4047,1,2,71.0,0.0,0.0,24.6,12.0,10.4,25.0
4048,2,2,97.0,17.7,1.77,0.0,0.0,0.0,142.0
4049,2,2,94.0,21.2,1.18,0.0,0.0,0.0,318.0
4050,2,2,74.0,15.9,0.88,0.0,0.0,0.0,168.0
4051,2,2,98.0,17.9,1.79,0.0,0.0,0.0,143.0
4052,2,2,97.0,17.7,1.77,0.0,0.0,0.0,310.0
4053,2,2,71.0,12.4,0.44,3.54,0.0,0.0,389.0
4054,2,2,111.0,18.6,0.88,1.77,0.0,0.0,230.0
4055,2,2,98.0,17.9,1.79,0.0,0.0,0.0,312.0
4056,2,2,99.0,21.2,1.18,0.0,0.0,0.0,224.0
4057,2,2,94.0,21.2,1.18,0.0,0.0,0.0,224.0
4058,2,2,71.0,15.3,0.59,0.0,0.0,0.0,400.0
4059,2,2,107.0,20.5,1.79,0.89,0.0,0.0,143.0
4060,2,2,99.0,21.2,1.18,0.0,0.0,0.0,224.0
4061,2,2,97.0,20.4,0.88,0.0,0.0,0.0,221.0
4061,2,2,98.0,17.9,1.79,0.0,0.0,0.0,312.0
4062,2,2,102.0,18.6,0.88,0.0,0.0,0.0,35.0
4063,8,2,500.0,7.14,25.0,57.1,10.7,0.0,286.0
4064,2,2,260.0,8.0,4.0,52.0,5.0,4.0,440.0
4065,2,3,220.0,12.9,6.82,25.8,3.8,0.8,462.0
4066,7,3,217.0,12.4,6.98,26.4,3.9,3.1,450.0
4067,2,2,220.0,13.6,7.58,25.8,3.8,3.03,545.0
4068,2,3,202.0,11.6,6.2,24.0,3.9,3.1,465.0
4069,2,2,217.0,12.4,7.75,25.6,3.9,3.1,535.0
4070,4,3,343.0,22.9,2.86,62.9,14.3,5.71,14.0
4071,3,3,140.0,11.6,5.81,11.6,4.7,4.65,279.0
4072,7,2,250.0,12.1,11.4,24.3,1.4,2.86,407.0
4073,7,2,265.0,11.6,10.9,29.2,0.7,0.7,408.0
4074,7,3,247.0,11.8,5.88,36.5,4.7,1.18,306.0
4075,7,2,274.0,10.5,8.42,39.0,2.1,1.05,411.0
4076,2,3,356.0,11.1,2.22,75.6,8.9,2.22,0.0
4077,2,3,375.0,12.5,6.25,67.5,8.0,2.5,0.0
4078,3,3,188.0,12.5,3.12,40.6,15.6,0.0,375.0
4079,2,3,375.0,12.5,2.5,75.0,12.5,0.0,12.0
4080,3,2,393.0,7.14,3.57,82.1,7.1,0.0,0.0
4081,5,3,227.0,17.3,9.33,20.0,5.3,1.33,0.0
4082,3,2,316.0,12.0,1.0,0.09,6.0,0.0,760.0
4083,2,3,371.0,11.4,1.43,74.3,11.4,0.0,0.0
4084,3,3,343.0,11.4,2.86,70.0,7.1,1.43,0.0
4085,2,2,117.0,3.33,6.67,10.0,3.3,3.33,467.0
4086,2,2,117.0,3.33,6.67,10.0,3.3,3.33,417.0
4087,7,2,117.0,3.33,6.67,10.0,3.3,3.33,500.0
4088,7,2,533.0,13.3,30.0,50.0,6.7,0.0,600.0
4089,2,2,116.0,20.5,1.34,2.68,0.0,0.0,179.0
4090,5,2,152.0,22.3,6.25,0.0,0.0,0.0,46.0
4091,2,2,80.0,17.9,0.89,0.0,0.0,0.0,54.0
4092,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4093,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4094,2,2,116.0,20.5,1.34,2.68,0.0,0.0,179.0
4094,2,2,115.0,20.4,1.33,2.65,0.0,0.0,177.0
4095,7,2,214.0,15.5,8.47,19.0,2.12,0.0,289.0
4096,3,3,143.0,17.9,5.36,42.9,32.0,0.0,411.0
4096,3,2,256.0,9.3,6.98,41.9,4.7,2.3,465.0
4097,2,2,625.0,25.0,53.1,15.6,6.2,3.1,147.0
4098,3,2,356.0,8.89,2.22,75.6,6.7,0.0,0.0
4099,7,2,400.0,15.6,13.3,57.8,6.7,31.1,356.0
4100,2,2,248.0,12.0,9.9,26.9,3.5,3.54,530.0
4101,7,3,238.0,12.6,9.09,25.9,3.5,2.8,469.0
4102,2,2,227.0,9.76,2.24,42.9,4.54,4.7,204.0
4103,2,2,107.0,19.6,1.79,0.0,0.0,0.0,89.0
4104,2,2,107.0,19.6,1.79,0.0,0.0,0.0,161.0
4105,9,2,142.0,19.5,7.08,0.0,0.0,0.0,80.0
4106,2,2,467.0,10.0,16.7,66.7,6.7,0.0,367.0
4107,3,2,433.0,10.0,11.7,73.3,6.7,0.0,500.0
4108,2,1,71.0,4.71,2.35,8.24,3.5,0.0,112.0
4109,2,2,116.0,20.5,1.34,2.68,0.0,0.0,179.0
4110,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
4111,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
4112,2,1,107.0,24.1,0.45,0.0,0.0,0.0,45.0
4113,2,2,89.0,18.8,0.89,0.0,0.0,0.0,89.0
4114,9,2,116.0,15.2,6.25,0.0,0.0,0.0,98.0
4114,9,2,142.0,15.0,8.85,0.0,0.0,0.0,62.0
4115,9,2,116.0,15.2,6.25,0.0,0.0,0.0,98.0
4116,2,1,87.0,18.6,0.88,0.0,0.0,0.0,35.0
4116,2,2,133.0,28.3,1.77,0.0,0.0,0.0,53.0
4117,2,2,54.0,10.7,1.79,0.0,0.0,0.0,438.0
4117,2,2,54.0,10.7,1.19,0.0,0.0,0.0,440.0
4118,2,2,54.0,10.7,1.79,0.0,0.0,0.0,438.0
4119,2,2,88.0,18.8,1.18,0.0,0.0,0.0,96.0
4119,2,2,54.0,10.7,1.79,0.0,0.0,0.0,438.0
4120,2,2,89.0,19.0,1.49,0.0,0.0,0.0,42.0
4121,2,2,89.0,15.2,1.34,2.68,0.0,0.0,45.0
4122,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4123,8,2,464.0,7.14,17.9,71.4,3.6,0.0,339.0
4124,8,2,464.0,7.14,17.9,71.4,3.6,7.14,339.0
4125,2,2,100.0,5.38,1.54,15.4,4.6,2.31,138.0
4126,2,2,77.0,4.62,0.0,15.4,5.4,0.77,208.0
4127,2,3,500.0,30.0,35.0,40.0,10.0,0.0,0.0
4128,8,2,480.0,12.0,36.0,48.0,8.0,0.0,0.0
4129,1,1,12.0,2.35,0.0,5.88,4.7,0.0,76.0
4130,2,2,500.0,7.14,25.0,64.3,3.6,7.1,393.0
4131,2,2,71.0,12.4,0.44,3.54,0.0,0.0,389.0
4132,2,2,80.0,16.1,0.89,0.0,0.0,0.0,170.0
4133,2,2,107.0,20.5,1.79,0.89,0.0,0.0,143.0
4134,2,2,107.0,20.5,1.79,0.0,0.0,0.0,152.0
4135,2,2,74.0,15.9,0.88,0.0,0.0,0.0,168.0
4136,7,2,254.0,14.3,9.52,30.2,3.2,1.6,492.0
4137,7,2,277.0,12.3,10.8,33.8,1.5,9.2,477.0
4138,3,3,357.0,12.5,1.79,71.4,10.7,3.57,18.0
4139,2,2,101.0,21.4,1.19,0.0,0.0,0.0,226.0
4140,2,2,98.0,17.9,1.79,0.0,0.0,0.0,143.0
4141,2,2,71.0,15.3,0.59,0.0,0.0,0.0,400.0
4142,2,2,88.0,19.5,0.88,0.0,0.0,0.0,53.0
4143,2,2,88.0,19.5,0.88,0.0,0.0,0.0,62.0
4144,2,2,89.0,19.6,0.89,0.0,0.0,0.0,54.0
4145,7,2,296.0,12.2,5.22,48.7,2.6,0.87,383.0
4146,7,2,457.0,9.2,16.9,64.9,4.2,6.9,381.0
4147,2,3,213.0,11.5,2.46,37.7,4.9,0.0,295.0
4148,2,2,228.0,8.77,1.75,43.9,3.5,3.51,491.0
4149,2,3,375.0,15.0,3.75,70.0,10.0,2.5,0.0
4150,2,2,350.0,27.5,1.25,57.5,5.0,10.0,750.0
4151,2,2,136.0,13.6,9.09,0.0,3.7,0.78,136.0
4152,2,2,107.0,24.1,0.45,0.0,0.0,0.0,45.0
4153,5,2,143.0,22.3,6.25,0.0,0.0,0.0,45.0
4154,2,2,97.0,18.6,1.77,0.0,0.0,0.0,66.0
4155,9,2,142.0,19.5,7.08,0.0,0.0,0.0,80.0
4156,2,2,80.0,17.9,0.89,0.0,0.0,0.0,54.0
4157,2,2,89.0,18.8,1.34,0.0,0.0,0.0,67.0
4158,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4159,2,2,71.0,12.5,1.79,0.0,0.0,0.0,295.0
4160,2,2,116.0,20.5,1.34,2.68,0.0,0.0,179.0
4160,2,2,115.0,20.4,1.33,2.65,0.0,0.0,177.0
4161,2,2,89.0,18.8,0.89,0.0,0.0,0.0,89.0
4162,2,2,223.0,20.5,16.1,0.0,0.0,0.0,40.0
4163,2,2,112.0,11.2,3.53,8.82,0.6,1.76,353.0
4164,2,2,112.0,13.5,2.65,7.65,0.6,1.76,347.0
4165,9,2,143.0,19.6,6.25,0.0,0.0,0.0,80.0
4166,2,2,116.0,20.5,3.57,0.0,0.0,0.0,49.0
4167,2,2,223.0,20.5,16.1,0.0,0.0,0.0,40.0
4168,2,2,170.0,19.6,8.93,0.0,0.0,0.0,80.0
4169,2,2,107.0,24.1,0.0,0.0,0.0,0.0,45.0
4170,2,3,567.0,13.3,43.3,36.7,10.0,0.0,450.0
4171,2,3,175.0,12.5,5.0,37.5,22.5,2.5,500.0
4172,3,2,282.0,8.82,7.05,47.6,3.5,1.8,265.0
4173,2,2,260.0,6.0,0.0,54.0,4.0,0.0,100.0
4174,2,2,214.0,5.36,1.79,44.6,3.6,0.0,0.0
4175,2,2,80.0,15.2,0.89,2.68,0.0,0.0,232.0
4176,7,2,117.0,3.33,8.33,10.0,3.3,3.33,500.0
4177,7,2,117.0,3.33,8.33,10.0,3.3,3.33,500.0
4178,2,2,115.0,20.4,1.33,2.65,0.0,0.0,177.0
4179,2,2,80.0,17.0,0.89,0.0,0.0,0.0,429.0
4180,5,2,71.0,16.1,0.0,0.0,0.0,0.0,58.0
4181,2,2,71.0,16.1,0.89,0.0,0.0,0.0,170.0
4182,2,2,89.0,18.8,0.89,0.0,0.0,0.0,134.0
4183,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
4184,2,2,98.0,20.5,1.34,0.0,0.0,0.0,62.0
